popularity_rank,returned_spotify_id,wikidata_qid,spotify_name,monthly_listeners,followers,origin_cluster,origin_resolution,spotify_biography_present,biography_keyword_review,matching_musicbrainz_person,other_person_ids_in_musicbrainz_links,eligibility_review,eligibility_source_url,final_status,final_origin,manual_status,review_priority,mapping_tier,fua_code
611,2McLd7klWE4UjkPLqqMwLv,Q2067701,The Qemists,184241,105080,Brighton,reported_place,True,False,,,,,confirmed,Brighton,not_reviewed,,strict,UK515F
612,1G3Eh23f2hwhEnAMw7HsZ6,Q891757,Bomb The Bass,184150,54515,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
613,3HghjRl8Mo6OJWG0WElY2z,Q1431341,Way Out West,183677,50191,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Bristol,not_reviewed,medium,excluded_no_defensible_fua,
614,7vPXrGlSGukcwpaPxUfKKR,Q174933,Japan,183396,251906,Catford,reported_place,True,False,,,,,confirmed,Catford,not_reviewed,,strict,UK001F
615,4SXsNXgRundFdewI58vbZT,Q21288873,King King,182479,31218,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Lincoln,not_reviewed,medium,excluded_no_defensible_fua,
616,2qhmNI4ZHPpeDutdg473Z3,Q168031,The Future Sound Of London,181260,179121,Manchester,reported_place,True,False,,,,,confirmed,Manchester,not_reviewed,,strict,UK008F
617,6RDAHUqUqJab8TZmyRHFss,Q1346917,Stooshe,180657,81733,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
618,3EbMlZ7ZKmFWPTHrLzpzvs,Q662463,Bolt Thrower,180166,285017,Coventry,reported_place,True,False,,,,,confirmed,Coventry,not_reviewed,,strict,UK025F
619,3zIIUxcnIoUMouVQdphkeC,Q731797,Showaddywaddy,178641,93848,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Leicester,not_reviewed,medium,excluded_no_defensible_fua,
620,3TBfn8PtXr42OrTPaoC3E8,Q141703,The Futureheads,175654,108938,Sunderland,reported_place,True,True,,,,,confirmed,Sunderland,not_reviewed,,strict,UK510F
621,3MomZRiJwdZmYnysgtF4Ey,Q1130493,Therapy?,175573,123041,Larne,reported_place,True,False,,,,,source_variation,Larne,not_reviewed,medium,excluded_no_defensible_fua,
622,0PFM64sKw3GG4Sk8kqNIcp,Q19881622,Until The Ribbon Breaks,174393,44423,Cardiff,reported_place,True,False,,,,,confirmed,Cardiff,not_reviewed,,strict,UK009F
623,3mbVe260Kgvs1P8YFcCyY7,Q7762808,The Seahorses,173184,134499,York,reported_place,True,True,,,,,confirmed,York,not_reviewed,,strict,UK533F
624,2Ah7S4oLgEBYRbz2V0cZzU,Q1076,Lawson,172494,182546,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Dorset,not_reviewed,medium,excluded_no_defensible_fua,
625,7hC74DRW4q3obXLB5lTq4F,Q112039696,swim school,172006,31979,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Edinburgh,not_reviewed,medium,excluded_no_defensible_fua,
626,57YVY9QP1mhqc51WqHln0e,Q526586,Tom Robinson Band,171964,37011,London,reviewed_override,False,False,,,,,resolved,London,resolved,medium,strict,UK001F
627,5BEYGWk6aPdNXxBx9pwU8S,Q3066755,The Soup Dragons,171856,50553,Bellshill,reported_place,True,False,,,,,confirmed,Bellshill,not_reviewed,,strict,UK004F
628,37QFe07xXVifiZf6t6t3PE,Q1349385,The Corries,171307,37863,Edinburgh,reported_place,True,False,,,,,confirmed,Edinburgh,not_reviewed,,strict,UK007F
629,6XgIk9Y6qy6JCMZVime6DQ,Q111685240,Bob Vylan,171179,188980,London,reported_place,True,False,,,,,source_variation,London,not_reviewed,medium,strict,UK001F
630,4pE3KE9J1Z1LKzjwLtWU21,Q354427,Sailor,168700,47029,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
631,25IRTisJjqI6JlkyCVMBsV,Q1253897,Dr. Feelgood,167923,120205,Essex,reported_place,True,False,,,,,source_variation,Essex,not_reviewed,medium,excluded_no_defensible_fua,
632,4NPManowiyiGa72hezruf2,Q600311,Cock Sparrer,166468,137956,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
633,3SfrwwVPGtjYTI3vwQ4hEU,Q678521,Thunder,165055,122168,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
634,6NB4b8lltHCjOhW7vQZkAy,Q117684,The Exploited,164967,272998,Edinburgh,reported_place,True,False,,,,,confirmed,Edinburgh,not_reviewed,,strict,UK007F
635,5O0RrEgz4NLCPLrDZiPggz,Q677115,The Slits,164826,155815,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
636,6msJKphD3VXZPItnztefdH,Q3497309,Stateless,164345,31770,Leeds,reported_place,True,False,,,,,confirmed,Leeds,not_reviewed,,strict,UK003F
637,5yBDILLJyNFAjFpECkk7ys,Q753648,Beady Eye,164088,205926,London,reported_place,True,False,,,,,source_variation,London,not_reviewed,medium,strict,UK001F
638,3k7uMwc8FLJmH8RHMh2HF8,Q696624,Babylon Zoo,163876,17699,Wolverhampton,reported_place,True,True,,,,,confirmed,Wolverhampton,not_reviewed,,strict,UK002F
639,7y4breKexfBWgdyMgHMEHK,Q59563575,Kareful,162343,17678,,unresolved_generic_or_missing,False,False,Kareful,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
640,5gNduPlUGHsgy1w7f71obH,Q1310839,The Swinging Blue Jeans,161534,71064,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
641,0umDTRGYujQH31KZq9FdrU,Q15052759,Loadstar,160497,38144,Bristol,reported_place,False,False,,,,,confirmed,Bristol,not_reviewed,,strict,UK011F
642,0P2q6xyNc2hVFkG3ThjYcJ,Q1474849,The Magic Numbers,160113,102124,Ealing,reported_place,True,False,,,,,confirmed,Ealing,not_reviewed,,strict,UK001F
643,0uhNYfjHJyAmHh2xNZ4vqf,Q1428002,Oxide & Neutrino,159474,27287,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
644,3lGO6uBIzoFyU6OoGMER1B,Q112031241,Dead Pony,158291,55682,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Glasgow,not_reviewed,medium,excluded_no_defensible_fua,
645,4A9xtvezlouTD7H0kyUje9,Q2365012,Twin Atlantic,158180,154793,Glasgow,reported_place,True,False,,,,,confirmed,Glasgow,not_reviewed,,strict,UK004F
646,0m5XJwKGYyUjd3VMfcINCQ,Q1134411,Shpongle,157586,331485,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Chobham,not_reviewed,medium,excluded_no_defensible_fua,
647,7ulIMfVKiXh8ecEpAVHIAY,Q460115,Electrelane,156130,67563,Brighton,reported_place,True,False,,,,,confirmed,Brighton,not_reviewed,,strict,UK515F
648,4r4F8WTxKS7hsSWVzlu6rY,Q117025304,AlicebanD,156024,39307,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
649,02nZLQtQ4vL5iHyp6atBrh,Q111128234,Calva Louise,155471,88942,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
650,23ytwhG1pzX6DIVWRWvW1r,Q1430984,TesseracT,155442,359654,Milton Keynes,reported_place,True,False,,,,,confirmed,Milton Keynes,not_reviewed,,strict,UK525F
651,0exhrQcReCdr11oPbOh22M,Q5245773,Deaf Havana,155196,127338,Hunstanton,reported_place,True,False,,Ryan Mellor,,,confirmed,Hunstanton,not_reviewed,,excluded_no_defensible_fua,
652,59FA7hfd0gJCIVBN0GygHg,Q4050978,The Bluebells,155036,16802,Scotland,reported_place,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
653,0oQLexIBY9SlMhtbSIPFAO,Q2301808,The Alarm,153792,89337,Wales,reported_place,True,False,,,,,evidence_for_missing_claim,Rhyl,not_reviewed,medium,excluded_no_defensible_fua,
654,0okPaVyeEjh0VJtfBdNPho,Q3997948,Mànran,153473,32943,Scotland,reported_place,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
655,41A6Xdil8qhaD2DcS4X1wA,Q1578573,The Flying Pickets,152643,26495,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
656,4KH4eOg39KeBpnfSgvIteD,Q26260790,Pretty Vicious,152499,61601,Merthyr Tydfil,reported_place,True,False,,,,,confirmed,Merthyr Tydfil,not_reviewed,,excluded_no_defensible_fua,
657,7F6nxkPQrlh4qWDetjgnpX,Q22909361,The Prototypes,151701,72867,,unresolved_generic_or_missing,True,True,,,,,evidence_for_missing_claim,Brighton,not_reviewed,medium,excluded_no_defensible_fua,
658,6EQn1KgYQxe0bcheogqRTB,Q1969654,Wax,151687,15562,Manchester,reported_place,True,True,,,,,confirmed,Manchester,not_reviewed,,strict,UK008F
659,05MlomiA9La0OiNIAGqECk,Q106920410,Delta Sleep,151180,118215,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Brighton,not_reviewed,medium,excluded_no_defensible_fua,
660,17Ytfl1DntgvVdragJEqx8,Q7314192,Reprazent,150501,7044,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Bristol,not_reviewed,medium,excluded_no_defensible_fua,
661,7DlD7rLG9MKuvXtTeACzkO,Q105677002,Dry Cleaning,150253,170043,South London,reported_place,True,False,,,,,confirmed,South London,not_reviewed,,strict,UK001F
662,1nhSLEYdoBHG6cJ8NDwoF1,Q24895505,Fickle Friends,149977,141833,Brighton,reported_place,True,False,,,,,confirmed,Brighton,not_reviewed,,strict,UK515F
663,2LKrAJVB1842xPDvx4uuwU,Q990686,Bros,149817,83494,Camberley,reported_place,True,False,,,,,source_variation,Camberley,not_reviewed,medium,excluded_no_defensible_fua,
664,0FOcXqJgJ1oq9XfzYTDZmZ,Q1135582,Super Furry Animals,149540,131452,Cardiff,reported_place,True,False,,,,,confirmed,Cardiff,not_reviewed,,strict,UK009F
665,2YiWXa7E1raYyY0uQDLpgs,Q204934,Lo Fidelity Allstars,149493,29732,London,reported_place,True,False,,,,,source_variation,London,not_reviewed,medium,strict,UK001F
666,5H9IFTRxSICj24uxO15ScU,Q124304162,English Teacher,148637,108308,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Leeds,not_reviewed,medium,excluded_no_defensible_fua,
667,3wRksusBxJ6npu0PryYheF,Q1546385,The Selecter,147657,144513,Coventry,reported_place,True,False,,,,,confirmed,Coventry,not_reviewed,,strict,UK025F
668,0NbfEPYRgMczimdfM3skmH,Q640008,Sleeper,146769,81522,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
669,0KU55rzxAihPhi27MAuz9O,Q28407726,The Big Moon,146229,117870,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
670,7Hvq85OU8T7Hsd63zNBwaL,Q65070663,black midi,144902,325236,London,reported_place,True,False,,,,,source_variation,London,not_reviewed,medium,strict,UK001F
671,3VdnwWd3i9OOT0CzbzRZj7,Q65038085,Those Damn Crows,142422,48598,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Bridgend,not_reviewed,medium,excluded_no_defensible_fua,
672,26HCuM5PamldoaHII5Ifxc,Q116783016,Panic Shack,142284,53371,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Cardiff,not_reviewed,medium,excluded_no_defensible_fua,
673,0N3oP3Si8ihzFUrU6kITZ8,Q1943982,Monaco,140035,32255,Manchester,reported_place,True,False,,,,,confirmed,Manchester,not_reviewed,,strict,UK008F
674,5uSY4FF3dZMCVSkZslKCHi,Q638159,Michael Schenker Group,139857,226255,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
675,4rPZAvpw9ObVO3HFGWSHwt,Q938323,The Firm,138968,42646,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
676,5rIXueJu7zVE2gDZjUM6g8,Q1378050,Pop Will Eat Itself,138949,45364,Stourbridge,reported_place,True,False,,,,,confirmed,Stourbridge,not_reviewed,,strict,UK002F
677,0sQ1wgSdRpoysgsa1VnI4G,Q3077143,Foreign Beggars,138616,103677,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
678,4nP1Vg2YuLE0Nbr7uK08SM,Q7048384,Nomad,136733,9207,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
679,2jK54ZlZhTF1TxygsVeR05,Q285966,Hawkwind,136226,145361,Ladbroke Grove,reported_place,True,False,,,,,confirmed,Ladbroke Grove,not_reviewed,,strict,UK001F
680,747P2pvOwW22iRcFS9zQDv,Q728289,The Toy Dolls,135203,105717,Sunderland,reported_place,True,False,,,,,confirmed,Sunderland,not_reviewed,,strict,UK510F
681,2MYN7OKnlCiZ0wrwp2A1ox,Q851798,Hybrid,134319,59042,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Swansea,not_reviewed,medium,excluded_no_defensible_fua,
682,22xPtA9BuacbAGzd2Laihm,Q28958305,The Irish Brigade,133806,42959,County Tyrone,reported_place,False,False,,,,,confirmed,County Tyrone,not_reviewed,,excluded_no_defensible_fua,
683,29wYlrKAdlJOf9ayJIIPpJ,Q1144027,Acoustic Alchemy,133679,68974,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
684,4LdZNE5MHGqvc0N9ivXNF3,Q953993,The Joy Formidable,133646,130580,Mold,reported_place,True,False,,,,,confirmed,Mold,not_reviewed,,strict,UK568F
685,6mRev5KzKOgQcZjWanwBdd,Q661797,The Escape Club,131312,13509,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
686,39afGThIZjTTMH5enuLXYI,Q2412078,The Icicle Works,131181,50086,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
687,1f6TTocyaqNFvwD4xsrDTh,Q5309306,Drumsound & Bassline Smith,130375,68820,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Derby,not_reviewed,medium,excluded_no_defensible_fua,
688,4rzWjR3L3M54c6I25NzdM3,Q111050686,Radio Slave,130300,40421,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
689,4lrBMUSk8PiNnCEZfsmPAk,Q38502,The Pineapple Thief,130128,173374,Yeovil,reported_place,True,False,,,,,source_variation,Yeovil,not_reviewed,medium,excluded_no_defensible_fua,
690,4IeWU3NYBI9mISFVhzXG8f,Q48700714,shame,129743,201828,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
691,4toJT7YydhWcrYNgWJK4hW,Q1421891,Five Star,128764,84034,Romford,reported_place,True,False,,,,,confirmed,Romford,not_reviewed,,strict,UK001F
692,3wrtQM9ICPPeHwoc1GWiyV,Q25056198,Teleman,128713,59760,London,reported_place,True,False,,,,,source_variation,London,not_reviewed,medium,strict,UK001F
693,4Rj2COYs5hQsw8rYIxSviz,Q80611,Hidden Orchestra,127742,107943,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Edinburgh,not_reviewed,medium,excluded_no_defensible_fua,
694,07h7JMfYWswTq4qpinC5q4,Q438314,Altered Images,126082,94902,Glasgow,reported_place,True,False,,,,,confirmed,Glasgow,not_reviewed,,strict,UK004F
695,76vZk3TWaVcNiP7H7in9fu,Q7572217,Space,125619,46037,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
696,38unGip4o3KhMfqHdHWB7K,Q1067929,Chas & Dave,125459,34026,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
697,2vwI9jlKSgJbne3dlTzaLO,Q547438,Skids,123686,54513,Dunfermline,reported_place,True,True,,,,,confirmed,Dunfermline,not_reviewed,,reviewed_extended,UK007F
698,1jucBaHU995Lf7ViACscFu,Q16735061,Real Lies,122748,23084,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
699,6UYwzZChuolxsylHcZcBBP,Q1778436,The Boo Radleys,121170,54068,Wallasey,reviewed_override,True,False,,,,,corrected,Wallasey,corrected,,excluded_no_defensible_fua,
700,17obwOahRWI121iMUZznh2,Q1707816,Savoy Brown,119814,148308,Battersea,reported_place,True,False,,,,,source_variation,Battersea,not_reviewed,medium,strict,UK001F
701,3Ps27dDfvubd75rh5A0wz9,Q16504388,Honeyz,119707,93205,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
702,1QPWAsWIjRcTfvY5uH8dov,Q502291,Catherine Wheel,119190,81520,Great Yarmouth,reported_place,True,False,,,,,confirmed,Great Yarmouth,not_reviewed,,strict,UK051F
703,0bUGoPJdCrDnuIQNLxsnBb,Q455663,Marshall Hain,117620,3592,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
704,0DSE3n3008wiKzfd8vNhWy,Q2372456,Sweet Sensation,116293,93792,Manchester,reported_place,True,False,,,,,confirmed,Manchester,not_reviewed,,strict,UK008F
705,5UyRaawCsdiVrro0WWgIVB,Q44590001,Rak-Su,115569,190495,Watford,reported_place,True,False,,,,,confirmed,Watford,not_reviewed,,strict,UK001F
706,6ZXLmQi3SPQEh8mXNDldRC,Q1473420,The Adventures,115422,17433,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Belfast,not_reviewed,medium,excluded_no_defensible_fua,
707,2oVmQT6s29pVIKpqJkyxBS,Q55639325,Black Honey,115099,109746,Brighton,reported_place,True,False,,,,,confirmed,Brighton,not_reviewed,,strict,UK515F
708,1hrQ50kU6hMQBVLatqUqnO,Q943241,Gentle Giant,114925,264530,London,reported_place,True,False,,,,,source_variation,London,not_reviewed,medium,strict,UK001F
709,3BqAAo5E60L15TcFgWI8xH,Q1404436,Felt,114516,63078,Water Orton,reviewed_override,True,False,,,,,corrected,Water Orton,corrected,medium,excluded_no_defensible_fua,
710,0BzJFLqchxKNQyEwswwQ40,Q16679631,The KVB,113762,96849,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
711,02zGgCB9SiSPeDYMfwPJXK,Q1533857,Godley & Creme,112480,60417,Manchester,editorial_city_cluster,True,False,,,,,source_variation,Stockport,not_reviewed,medium,strict,UK008F
712,4hw4TPMyAzHqNBcWtoDrK5,Q9310340,Richard & Linda Thompson,111216,41315,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
713,48CW1rjPSOgZbMsV4LpqoP,Q110892335,Chris Barber's Jazz Band,110937,11455,,unresolved_generic_or_missing,False,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
714,1Ia5iTYHMBsMQfi7Fbcbuw,Q24039212,The Raven Age,110546,102743,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
715,5U16QlMnlSAhkQxBZpLyLO,Q1364657,The Pretty Things,110197,132774,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
716,2cUnvdrMWIMACo3fSxCrWW,Q1254813,Mumm-ra,109420,27210,Bexhill-on-Sea,reported_place,True,False,,,,,source_variation,Bexhill-on-Sea,not_reviewed,medium,strict,UK056F
717,1BlBZ9jQGOjmj6Zykgg43L,Q924606,4hero,109004,50728,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Dollis Hill,not_reviewed,medium,excluded_no_defensible_fua,
718,6sizjS3o8Ph8LoA8WzpXGY,Q5145935,Collapsed Lung,105834,918,,unresolved_generic_or_missing,False,False,,,,,evidence_for_missing_claim,Harlow,not_reviewed,medium,excluded_no_defensible_fua,
719,6lmoqMxughzdlxvQTsUXjF,Q3822260,Ska Cubano,104757,53801,London,reported_place,False,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
720,5akVqMzdZOdbMYbE4vNZWD,Q1072372,Plaid,103115,122177,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
721,42RbQv212uOjyfIXECLKfR,Q508678,Budgie,102853,94464,Cardiff,reported_place,True,False,,,,,confirmed,Cardiff,not_reviewed,,strict,UK009F
722,7t00AYOoiQrcgNlpTkNer6,Q130315360,King Hannah,102030,63768,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
723,2xPxXPgmZFs7x6xRFpHwkq,Q972093,The Ordinary Boys,101724,31701,Worthing,reported_place,True,False,,,,,confirmed,Worthing,not_reviewed,,strict,UK045F
724,6dXTZkBBwA1WOLD6OSuA0x,Q1296293,The Overtones,101723,48910,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
725,685XjGzGztyivfR3fAjoxo,Q42886947,Squid,101653,179206,Brighton,reported_place,True,False,,,,,confirmed,Brighton,not_reviewed,,strict,UK515F
726,3MOw1ev3YQ8liIGmHT3eH6,Q335723,The Wurzels,101561,29929,Somerset,reported_place,True,False,,,,,confirmed,Somerset,not_reviewed,,excluded_no_defensible_fua,
727,3MlBGzJspD6CjrHRYbR4OQ,Q130504078,The Guest List,100343,46371,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
728,3kdrMtLybQIl93rXJlvF3w,Q1217509,New Young Pony Club,99986,63710,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
729,1dwrMJAKBiLlj0O4R791Xo,Q1382461,Evile,99821,131754,Huddersfield,reported_place,True,False,,,,,confirmed,Huddersfield,not_reviewed,,strict,UK003F
730,147FGf3bdxV1L0mmVtgaJR,Q2500994,Black Grape,99344,95076,Manchester,editorial_city_cluster,True,True,,,,,source_variation,Salford,not_reviewed,medium,strict,UK008F
731,0nV7SiEIVtPLTSJ6NwWDGj,Q23023097,Creeper,98969,102884,Southampton,reported_place,True,False,,,,,confirmed,Southampton,not_reviewed,,strict,UK520F
732,0Uo1d5A6BR1I155GlD9WYo,Q500101,The Wonder Stuff,98365,74322,Stourbridge,reported_place,True,True,,,,,confirmed,Stourbridge,not_reviewed,,strict,UK002F
733,2L9iHIK8h5HvZe6VXb0aOI,Q1527282,The Flying Lizards,98078,23736,,unresolved_generic_or_missing,True,True,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
734,7iMWWdRNiCJwGOGEIYr02z,Q498460,My Dying Bride,98069,210924,Bradford,reviewed_override,True,False,,,,,confirmed,Bradford,not_reviewed,,strict,UK003F
735,3oIj2x6uKeZSe9Bprnt4TX,Q133137918,Remember Monday,97605,47560,,unresolved_multiple_places,False,False,,,,,evidence_for_missing_claim,Farnborough,not_reviewed,medium,excluded_no_defensible_fua,
736,1wCc2Wgga1H8C7u57pcqYk,Q1452593,Freddie & The Dreamers,97117,102268,Manchester,reported_place,True,False,,,,,confirmed,Manchester,not_reviewed,,strict,UK008F
737,71IBhhBhtPLZ8OyVuXOw77,Q15835576,Monuments,97034,180599,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
738,46VosWAvtZsBl7rvxufsWG,Q2301367,Argent,96722,66357,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
739,0nbaBQTlGxUPLQ07N7onwv,Q3269,The Rezillos,96370,63677,Edinburgh,reported_place,True,False,,,,,confirmed,Edinburgh,not_reviewed,,strict,UK007F
740,1kF0gYnHLUJvFuPdoowO02,Q1493713,Lower Than Atlantis,96324,114550,Watford,reported_place,True,False,,,,,source_variation,Watford,not_reviewed,medium,strict,UK001F
741,4iWOyexPqcvgycdx7mLUcl,Q39054831,Snapped Ankles,96130,52165,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
742,215tdyVWdDYOjufDKf6UJg,Q2549534,Warning,96100,39680,Harlow,reported_place,False,False,,,,,confirmed,Harlow,not_reviewed,,strict,UK001F
743,68wK3u9MnoZj5fFOFNTfwy,Q1181285,Death In June,95529,134609,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
744,3ghT43Gj41br25PvBCDS22,Q18162543,Stealing Sheep,95519,29907,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
745,07b9qW7pabKGO29JPWXn9m,Q110821923,Los Bitchos,95326,112931,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
746,2wBpW4bAGYVe0yJcBeCTyd,Q28843403,２８１４,95312,89132,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
747,3Nu9hoMBT4SkDcaNvmK4G1,Q1754885,Magnum,94112,78000,Birmingham,reported_place,True,False,,,,,confirmed,Birmingham,not_reviewed,,strict,UK002F
748,4wWQkHhmUNlXvhbHRUSqZW,Q1542725,The Vaselines,94006,95866,Glasgow,reported_place,True,True,,,,,confirmed,Glasgow,not_reviewed,,strict,UK004F
749,59VqwKtnkmMOdYKYRxO5Td,Q1128539,Cook da Books,92697,2321,Liverpool,reported_place,False,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
750,0d49iRrp4iVZggKbcpxnqI,Q1243743,The Quireboys,92662,63481,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
751,1o7zIbVAgDDHKijLVuLASg,Q4043165,Longpigs,91435,53332,Sheffield,reported_place,True,False,,,,,confirmed,Sheffield,not_reviewed,,strict,UK010F
752,2TRtXTjjmyzK5oUGec1Gv8,Q1142870,Girlschool,90933,103283,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
753,4wsg78KGu80m8Xk37PY2uG,Q1479074,U.K. Subs,90759,80069,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
754,1MMEHyxVfd0Pv4PEHynX9k,Q5439175,Faze Action,90602,10791,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
755,2x9iKuuxMHGDm12dmNfOAh,Q2410218,The Chevin,90538,8737,Otley,reported_place,True,False,,,,,confirmed,Otley,not_reviewed,,strict,UK003F
756,1MZ8NERIuOS610KBhr6yna,Q1753013,Tygers Of Pan Tang,89626,77762,Whitley Bay,reported_place,True,False,,,,,confirmed,Whitley Bay,not_reviewed,,strict,UK013F
757,6lONz9iABy1tb7Nl9FAOZG,Q14158638,Jo Boxers,89557,5236,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
758,4YrURxtCHtPBfNDmMNp7IG,Q26905034,Cruel Youth,89434,148564,,unresolved_generic_or_missing,True,True,,,,,evidence_for_missing_claim,United States,not_reviewed,medium,excluded_no_defensible_fua,
759,0Z5FMozvx15nUSUA6a9kkU,Q21585350,The Comet Is Coming,89284,188120,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
760,1xdB9gS1NrKEYgZUEfoqIw,Q784088,Idlewild,89257,72943,Edinburgh,reported_place,True,False,,,,,confirmed,Edinburgh,not_reviewed,,strict,UK007F
761,3pvRbmrqOyFxB2Eext4Dki,Q17019747,Sons Of Kemet,88881,163892,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
